Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Puntuacion(exceptional),Puntuacion(recommended),Puntuacion(meh),Puntuacion(skip)
PS3,2009,Fighting,2.03,1.04,0.58,0.52,4.16,3.77,15.5,56.5,23.0,5.0
X360,2009,Fighting,1.82,0.7,0.15,0.26,2.94,3.77,15.5,56.5,23.0,5.0
NES,1984,Racing,2.04,0.48,1.57,0.07,4.16,3.91,18.98,55.47,24.09,1.46
SNES,1995,Platform,1.65,0.61,1.76,0.09,4.12,4.31,52.73,34.09,9.09,4.09
PC,2007,Role-Playing,2.57,1.52,0.0,0.0,4.09,4.4,56.05,34.08,6.73,3.14
PS4,2016,Shooter,1.1,2.15,0.21,0.61,4.08,3.82,18.63,54.49,22.17,4.71
XOne,2016,Shooter,1.28,0.77,0.0,0.2,2.25,3.82,18.63,54.49,22.17,4.71
PC,2016,Shooter,0.11,0.24,0.0,0.03,0.38,3.82,18.63,54.49,22.17,4.71
PS2,2007,Action,2.32,0.04,0.04,1.67,4.07,4.41,53.31,39.72,4.53,2.44
X360,2010,Role-Playing,2.66,1.03,0.04,0.33,4.05,4.44,61.46,27.87,7.23,3.44
PS3,2010,Role-Playing,1.52,1.03,0.1,0.46,3.11,4.44,61.46,27.87,7.23,3.44
PC,2010,Role-Playing,0.59,0.45,0.0,0.14,1.17,4.44,61.46,27.87,7.23,3.44
X360,2007,Racing,2.35,1.27,0.03,0.41,4.05,3.67,11.5,58.41,23.01,7.08
Wii,2007,Misc,2.12,1.47,0.05,0.42,4.05,2.65,21.161923076923074,35.29,29.41,35.29
PS4,2014,Action,1.4,1.9,0.11,0.64,4.05,3.57,11.23,48.7,32.95,7.12
PS3,2014,Action,0.56,0.81,0.1,0.27,1.74,3.57,11.23,48.7,32.95,7.12
XOne,2014,Action,0.9,0.53,0.0,0.14,1.57,3.57,11.23,48.7,32.95,7.12
X360,2014,Action,0.72,0.41,0.01,0.11,1.25,3.57,11.23,48.7,32.95,7.12
PC,2014,Action,0.15,0.26,0.0,0.03,0.45,3.57,11.23,48.7,32.95,7.12
WiiU,2014,Action,0.07,0.05,0.0,0.01,0.13,3.57,11.23,48.7,32.95,7.12
PS2,2000,Fighting,1.68,1.51,0.51,0.35,4.05,4.12,23.81,64.29,11.9,9.066363636363635
PS4,2014,Shooter,1.13,2.18,0.1,0.63,4.04,3.81,15.08,58.12,23.11,3.7
XOne,2014,Shooter,0.8,0.69,0.01,0.14,1.63,3.81,15.08,58.12,23.11,3.7
PS3,2014,Shooter,0.34,0.68,0.08,0.19,1.29,3.81,15.08,58.12,23.11,3.7
X360,2014,Shooter,0.45,0.37,0.0,0.08,0.9,3.81,15.08,58.12,23.11,3.7
PC,2014,Shooter,0.15,0.44,0.0,0.04,0.63,3.81,15.08,58.12,23.11,3.7
X360,2009,Shooter,2.67,0.87,0.05,0.38,3.97,4.09,31.65,53.18,11.48,3.69
PC,2009,Shooter,0.0,0.32,0.0,0.04,0.36,4.09,31.65,53.18,11.48,3.69
PS4,2015,Role-Playing,1.02,2.13,0.23,0.59,3.97,4.66,77.38,16.02,4.1,2.5
XOne,2015,Role-Playing,0.69,0.5,0.0,0.11,1.31,4.66,77.38,16.02,4.1,2.5
PC,2015,Role-Playing,0.21,0.46,0.0,0.05,0.72,4.66,77.38,16.02,4.1,2.5
PS4,2015,Action,1.53,1.69,0.1,0.64,3.95,4.23,40.79,46.61,10.18,2.42
XOne,2015,Action,0.88,0.47,0.0,0.14,1.49,4.23,40.79,46.61,10.18,2.42
PC,2015,Action,0.09,0.03,0.0,0.01,0.13,4.23,40.79,46.61,10.18,2.42
Wii,2011,Action,2.03,1.16,0.37,0.38,3.95,4.11,35.74,44.49,17.11,2.66
PS2,2003,Sports,2.29,1.17,0.01,0.42,3.9,4.2,32.35,56.86,9.8,0.98
XB,2003,Sports,0.85,0.37,0.0,0.05,1.27,4.2,32.35,56.86,9.8,0.98
GC,2003,Sports,0.54,0.14,0.0,0.02,0.7,4.2,32.35,56.86,9.8,0.98
GBA,2003,Sports,0.43,0.16,0.0,0.01,0.6,4.2,32.35,56.86,9.8,0.98
PS4,2015,Sports,2.49,0.66,0.03,0.69,3.88,2.96,3.83,36.42,35.78,23.96
XOne,2015,Sports,1.95,0.15,0.0,0.24,2.34,2.96,3.83,36.42,35.78,23.96
X360,2015,Sports,0.79,0.05,0.0,0.1,0.94,2.96,3.83,36.42,35.78,23.96
PS3,2015,Sports,0.45,0.12,0.03,0.13,0.74,2.96,3.83,36.42,35.78,23.96
PC,2015,Sports,0.03,0.06,0.0,0.01,0.1,2.96,3.83,36.42,35.78,23.96
PS3,2006,Racing,1.53,1.6,0.06,0.67,3.87,3.91,26.47,55.88,8.82,8.82
PS3,2010,Sports,2.13,1.12,0.1,0.5,3.84,3.29,11.34,37.11,36.08,15.46
X360,2008,Action,2.4,1.01,0.0,0.36,3.76,3.88,14.23,67.97,13.52,4.27
DS,2008,Action,1.4,0.59,0.0,0.2,2.2,3.88,14.23,67.97,13.52,4.27
PS2,2008,Action,0.6,0.01,0.0,0.76,1.37,3.88,14.23,67.97,13.52,4.27
PSP,2008,Action,0.4,0.48,0.0,0.29,1.17,3.88,14.23,67.97,13.52,4.27
PS3,2008,Action,0.44,0.42,0.0,0.17,1.03,3.88,14.23,67.97,13.52,4.27
PC,2008,Action,0.02,0.02,0.0,0.0,0.04,3.88,14.23,67.97,13.52,4.27
PC,2002,Simulation,2.03,1.56,0.0,0.17,3.76,4.23,34.62,61.54,19.46760869565217,3.85
PSP,2007,Platform,1.4,1.39,0.1,0.86,3.74,3.66,10.34,51.72,34.48,3.45
PS,2001,Action,1.37,2.0,0.14,0.22,3.73,3.97,16.55,67.36,14.25,1.84
GB,2001,Action,0.94,0.62,0.1,0.07,1.73,3.97,16.55,67.36,14.25,1.84
GBA,2001,Action,0.87,0.66,0.08,0.08,1.69,3.97,16.55,67.36,14.25,1.84
PC,2001,Action,0.01,0.04,0.0,0.01,0.06,3.97,16.55,67.36,14.25,1.84
PS,1999,Action,1.3,0.77,1.54,0.11,3.72,4.33,39.42,55.13,4.81,0.64
Wii,2007,Platform,1.95,0.86,0.59,0.31,3.71,4.07,28.05,56.1,13.41,2.44
PS,2000,Platform,1.93,1.58,0.0,0.19,3.71,4.41,54.97,36.84,5.26,2.92
PS2,2002,Sports,2.13,1.18,0.01,0.35,3.67,4.22,33.33,57.64,7.64,1.39
XB,2002,Sports,0.59,0.3,0.0,0.04,0.93,4.22,33.33,57.64,7.64,1.39
GC,2002,Sports,0.45,0.12,0.0,0.02,0.58,4.22,33.33,57.64,7.64,1.39
GBA,2002,Sports,0.41,0.15,0.0,0.01,0.57,4.22,33.33,57.64,7.64,1.39
N64,1998,Platform,1.87,1.13,0.55,0.1,3.65,4.22,43.83,41.23,11.36,3.57
PS2,2001,Platform,2.08,1.09,0.15,0.33,3.64,4.0,28.65,51.89,14.86,4.59
PS2,2007,Sports,0.05,0.0,0.64,2.93,3.63,3.74,16.0,54.0,24.0,6.0
PS3,2007,Sports,0.04,1.1,0.32,0.13,1.59,3.74,16.0,54.0,24.0,6.0
X360,2007,Sports,0.08,0.9,0.04,0.05,1.07,3.74,16.0,54.0,24.0,6.0
PS2,2001,Racing,2.02,1.17,0.0,0.42,3.61,3.61,17.39,34.78,43.48,4.35
XB,2001,Racing,0.78,0.26,0.0,0.01,1.05,3.61,17.39,34.78,43.48,4.35
GC,2001,Racing,0.19,0.05,0.0,0.01,0.24,3.61,17.39,34.78,43.48,4.35
GC,2001,Action,2.38,0.67,0.46,0.1,3.6,4.28,34.81,59.67,4.97,0.55
PS4,2013,Shooter,1.35,1.55,0.17,0.51,3.59,3.94,20.88,58.59,17.24,3.3
PS3,2013,Shooter,1.3,1.42,0.27,0.5,3.49,3.94,20.88,58.59,17.24,3.3
X360,2013,Shooter,2.15,1.01,0.02,0.31,3.48,3.94,20.88,58.59,17.24,3.3
XOne,2013,Shooter,1.25,0.58,0.0,0.19,2.02,3.94,20.88,58.59,17.24,3.3
PC,2013,Shooter,0.39,0.87,0.0,0.1,1.35,3.94,20.88,58.59,17.24,3.3
Wii,2013,Misc,1.88,1.39,0.0,0.31,3.59,3.57,11.32,52.83,26.42,9.43
X360,2013,Misc,0.72,0.17,0.0,0.1,0.99,3.57,11.32,52.83,26.42,9.43
WiiU,2013,Misc,0.31,0.23,0.0,0.05,0.6,3.57,11.32,52.83,26.42,9.43
XOne,2013,Misc,0.3,0.11,0.0,0.04,0.45,3.57,11.32,52.83,26.42,9.43
PS4,2013,Misc,0.19,0.16,0.0,0.07,0.41,3.57,11.32,52.83,26.42,9.43
PS3,2013,Misc,0.17,0.14,0.0,0.06,0.38,3.57,11.32,52.83,26.42,9.43
PS,2000,Fighting,2.01,1.35,0.06,0.16,3.58,4.19,38.1,52.38,4.76,4.76
PS,1997,Platform,1.57,1.79,0.0,0.2,3.56,3.78,13.33,55.56,28.89,2.22
PS2,2002,Action,1.23,1.77,0.05,0.49,3.54,3.71,5.88,58.82,35.29,9.527232142857143
PS2,2001,Shooter,1.9,1.13,0.1,0.41,3.53,3.57,13.04,56.52,17.39,13.04
PS,1999,Platform,2.14,1.21,0.01,0.17,3.52,4.13,33.73,55.52,5.67,5.07
X360,2008,Shooter,2.66,0.49,0.05,0.3,3.51,4.1,29.56,57.33,10.09,3.02
PC,2008,Shooter,0.0,0.02,0.0,0.0,0.02,4.1,29.56,57.33,10.09,3.02
X360,2010,Shooter,2.1,1.01,0.04,0.32,3.47,4.13,31.05,55.72,10.83,2.41
PS3,2010,Shooter,1.33,1.1,0.08,0.44,2.95,4.13,31.05,55.72,10.83,2.41
PC,2010,Shooter,0.19,0.53,0.0,0.0,0.72,4.13,31.05,55.72,10.83,2.41
X360,2009,Shooter,2.4,0.71,0.03,0.29,3.44,3.82,20.01,51.69,23.59,4.71
PS3,2009,Shooter,1.2,0.6,0.0,0.29,2.09,3.82,20.01,51.69,23.59,4.71
PC,2009,Shooter,0.01,0.14,0.0,0.03,0.18,3.82,20.01,51.69,23.59,4.71
PS4,2015,Action,1.09,1.36,0.49,0.48,3.41,4.16,43.95,37.42,13.94,4.69
XOne,2015,Action,0.41,0.26,0.01,0.07,0.75,4.16,43.95,37.42,13.94,4.69
PS3,2015,Action,0.22,0.13,0.22,0.07,0.64,4.16,43.95,37.42,13.94,4.69
X360,2015,Action,0.12,0.04,0.0,0.02,0.18,4.16,43.95,37.42,13.94,4.69
PC,2015,Action,0.0,0.07,0.0,0.0,0.08,4.16,43.95,37.42,13.94,4.69
PS3,2011,Platform,1.83,1.05,0.06,0.46,3.39,4.06,33.25,47.27,15.58,3.9
PS,2000,Misc,1.56,1.47,0.19,0.17,3.39,4.01,23.81,60.95,11.43,3.81
PS4,2015,Action,0.81,1.99,0.07,0.52,3.39,3.68,13.08,52.82,28.47,5.64
XOne,2015,Action,0.62,0.56,0.0,0.11,1.3,3.68,13.08,52.82,28.47,5.64
PC,2015,Action,0.11,0.09,0.0,0.02,0.21,3.68,13.08,52.82,28.47,5.64
N64,2000,Action,1.9,0.67,0.73,0.06,3.36,4.34,62.5,24.47,5.32,7.71
PS3,2012,Shooter,0.88,1.7,0.1,0.67,3.35,4.24,39.58,49.36,8.77,2.29
X360,2012,Shooter,1.38,1.32,0.02,0.28,3.0,4.24,39.58,49.36,8.77,2.29
PC,2012,Shooter,0.22,0.62,0.0,0.12,0.96,4.24,39.58,49.36,8.77,2.29
DS,2009,Action,1.4,0.91,0.74,0.26,3.31,3.89,20.0,58.67,16.67,4.67
PS2,2001,Shooter,1.99,1.05,0.05,0.22,3.31,4.46,60.23,32.48,3.95,3.34
XB,2001,Shooter,0.98,0.19,0.0,0.05,1.22,4.46,60.23,32.48,3.95,3.34
PC,2001,Shooter,0.0,0.02,0.0,0.0,0.02,4.46,60.23,32.48,3.95,3.34
PS2,2003,Action,1.5,1.28,0.05,0.46,3.28,4.07,27.23,59.16,10.47,3.14
XB,2003,Action,0.71,0.38,0.0,0.05,1.14,4.07,27.23,59.16,10.47,3.14
GC,2003,Action,0.53,0.14,0.0,0.02,0.69,4.07,27.23,59.16,10.47,3.14
GBA,2003,Action,0.4,0.15,0.0,0.01,0.56,4.07,27.23,59.16,10.47,3.14
XOne,2015,Shooter,2.61,0.33,0.0,0.34,3.28,4.06,30.25,53.58,12.24,3.93
PS2,2003,Action,1.89,1.05,0.02,0.31,3.27,3.8,22.58,49.46,20.43,7.53
XB,2003,Action,0.96,0.37,0.0,0.05,1.38,3.8,22.58,49.46,20.43,7.53
GC,2003,Action,0.44,0.11,0.0,0.02,0.56,3.8,22.58,49.46,20.43,7.53
PS4,2015,Sports,2.34,0.3,0.0,0.6,3.24,2.94,1.54,36.92,38.46,23.08
XOne,2015,Sports,2.08,0.08,0.0,0.26,2.42,2.94,1.54,36.92,38.46,23.08
X360,2015,Sports,0.85,0.02,0.0,0.1,0.97,2.94,1.54,36.92,38.46,23.08
PS3,2015,Sports,0.57,0.06,0.0,0.14,0.78,2.94,1.54,36.92,38.46,23.08
PS3,2013,Racing,0.72,1.67,0.4,0.44,3.23,4.18,39.13,45.65,12.32,2.9
XOne,2014,Shooter,1.91,1.0,0.03,0.29,3.23,4.25,47.21,39.1,9.38,4.3
PS,1999,Shooter,1.72,1.33,0.0,0.16,3.21,3.32,10.71,46.43,25.0,17.86
WiiU,2015,Platform,1.18,0.89,0.94,0.2,3.21,4.14,26.32,63.91,8.27,1.5
PS,2000,Fighting,1.76,1.21,0.07,0.16,3.2,4.39,42.42,54.55,3.03,9.722222222222221
PSP,2008,Action,1.48,1.0,0.04,0.66,3.18,4.11,19.13,75.17,4.7,1.01
PS2,2003,Action,1.78,1.12,0.09,0.19,3.18,3.4,4.86,50.0,35.42,9.72
XB,2003,Action,0.72,0.43,0.01,0.04,1.2,3.4,4.86,50.0,35.42,9.72
GC,2003,Action,0.34,0.09,0.02,0.01,0.45,3.4,4.86,50.0,35.42,9.72
PSP,2007,Role-Playing,1.35,0.59,0.8,0.43,3.18,4.3,43.28,47.76,6.72,2.24
X360,2010,Misc,2.15,0.76,0.01,0.26,3.17,3.38,11.11,53.97,15.87,19.05
PS3,2011,Adventure,1.27,1.29,0.12,0.49,3.17,4.16,34.37,52.11,11.34,2.18
X360,2011,Adventure,1.52,0.92,0.02,0.24,2.7,4.16,34.37,52.11,11.34,2.18
PS2,2001,Simulation,2.06,0.56,0.38,0.17,3.17,4.13,40.0,33.33,26.67,12.106
GC,2001,Simulation,1.92,0.16,0.99,0.09,3.15,4.22,37.93,50.57,9.2,2.3
Wii,2012,Misc,1.06,1.09,0.76,0.22,3.13,3.03,2.94,38.24,38.24,20.59
DS,2005,Platform,1.21,1.56,0.06,0.29,3.12,3.96,16.33,71.43,8.16,4.08
DS,2008,Misc,0.55,0.5,1.93,0.13,3.11,4.33,59.38,29.69,3.12,7.81
3DS,2013,Action,1.4,1.01,0.46,0.23,3.1,4.39,54.55,37.24,4.4,3.81
PS3,2012,Shooter,0.88,0.94,0.88,0.4,3.1,3.42,9.9,44.37,34.56,11.18
X360,2012,Shooter,1.12,0.6,0.07,0.16,1.95,3.42,9.9,44.37,34.56,11.18
PC,2012,Shooter,0.0,0.04,0.0,0.0,0.04,3.42,9.9,44.37,34.56,11.18
X360,2010,Role-Playing,1.99,0.81,0.03,0.27,3.1,4.47,65.95,23.98,5.84,4.23
PC,2010,Role-Playing,0.01,0.32,0.0,0.06,0.39,4.47,65.95,23.98,5.84,4.23
PS2,2002,Fighting,2.17,0.28,0.55,0.08,3.09,3.75,12.5,60.0,22.5,5.0
PC,2002,Simulation,1.72,1.21,0.0,0.14,3.07,4.16,28.95,63.16,5.26,2.63
3DS,2015,Simulation,0.51,1.02,1.4,0.12,3.05,3.67,7.69,61.54,25.64,5.13
PC,2014,Simulation,1.0,1.82,0.0,0.23,3.05,3.68,13.1,55.33,24.97,6.6
X360,2012,Shooter,1.89,0.88,0.04,0.25,3.05,4.02,31.12,47.83,16.88,4.17
PS3,2012,Shooter,1.05,0.72,0.1,0.35,2.23,4.02,31.12,47.83,16.88,4.17
PC,2012,Shooter,0.42,0.41,0.0,0.1,0.93,4.02,31.12,47.83,16.88,4.17
X360,2008,Action,1.91,0.84,0.0,0.29,3.04,3.05,2.27,36.36,43.18,18.18
DS,2008,Action,0.56,0.56,0.0,0.14,1.25,3.05,2.27,36.36,43.18,18.18
Wii,2008,Action,0.5,0.32,0.0,0.09,0.91,3.05,2.27,36.36,43.18,18.18
PS2,2008,Action,0.24,0.0,0.0,0.41,0.65,3.05,2.27,36.36,43.18,18.18
PS3,2008,Action,0.21,0.21,0.0,0.09,0.51,3.05,2.27,36.36,43.18,18.18
PC,2008,Action,0.0,0.02,0.0,0.0,0.02,3.05,2.27,36.36,43.18,18.18
X360,2012,Role-Playing,1.94,0.84,0.03,0.24,3.04,4.4,53.41,37.08,7.61,1.9
PS3,2012,Role-Playing,0.63,0.56,0.03,0.2,1.42,4.4,53.41,37.08,7.61,1.9
PC,2012,Role-Playing,0.4,0.44,0.0,0.12,0.97,4.4,53.41,37.08,7.61,1.9
WiiU,2012,Role-Playing,0.14,0.11,0.0,0.02,0.27,4.4,53.41,37.08,7.61,1.9
PS3,2010,Adventure,1.29,1.21,0.06,0.47,3.03,4.1,36.58,46.08,12.59,4.75
PS,1995,Platform,1.54,1.33,0.0,0.16,3.03,3.82,15.84,60.4,18.81,4.95
X360,2008,Action,1.94,0.79,0.02,0.28,3.03,3.55,16.61,47.35,23.44,12.6
PS3,2008,Action,0.88,0.54,0.02,0.25,1.68,3.55,16.61,47.35,23.44,12.6
XB,2002,Action,1.85,1.04,0.0,0.13,3.02,4.18,31.02,60.42,6.25,2.31
PS3,2009,Shooter,1.4,1.06,0.08,0.47,3.01,4.01,19.89,64.09,14.36,1.66
X360,2012,Sports,2.6,0.2,0.01,0.19,3.0,3.61,18.03,47.54,22.95,11.48
PS3,2012,Sports,1.73,0.43,0.05,0.27,2.47,3.61,18.03,47.54,22.95,11.48
Wii,2012,Sports,0.36,0.03,0.0,0.03,0.42,3.61,18.03,47.54,22.95,11.48
WiiU,2012,Sports,0.07,0.04,0.0,0.01,0.13,3.61,18.03,47.54,22.95,11.48
PC,2012,Sports,0.0,0.02,0.0,0.0,0.03,3.61,18.03,47.54,22.95,11.48
PS2,2007,Fighting,1.15,0.0,0.76,1.09,3.0,4.39,56.52,33.33,6.52,3.62
Wii,2007,Fighting,0.32,0.36,0.26,0.09,1.02,4.39,56.52,33.33,6.52,3.62
SNES,1993,Shooter,1.61,0.51,0.8,0.07,2.99,3.84,26.56,46.88,18.75,7.81
PS2,2001,Action,1.36,0.86,0.64,0.13,2.99,4.08,24.86,62.43,10.4,2.31
PC,2011,Role-Playing,1.58,1.01,0.0,0.38,2.96,3.86,19.67,58.61,15.57,6.15
PS2,2003,Platform,1.04,1.37,0.06,0.49,2.96,3.84,19.02,57.06,18.4,5.52
GC,2003,Platform,1.05,0.44,0.06,0.04,1.6,3.84,19.02,57.06,18.4,5.52
XB,2003,Platform,0.41,0.43,0.01,0.05,0.9,3.84,19.02,57.06,18.4,5.52
PS2,2002,Action,1.36,1.15,0.04,0.41,2.96,3.93,23.01,60.58,9.48,6.94
XOne,2014,Shooter,1.84,0.8,0.04,0.27,2.95,4.0,23.1,57.99,16.95,1.97
X360,2014,Shooter,0.87,0.34,0.02,0.13,1.36,4.0,23.1,57.99,16.95,1.97
PC,2014,Shooter,0.22,0.3,0.0,0.04,0.56,4.0,23.1,57.99,16.95,1.97
DS,2008,Platform,1.55,0.04,1.19,0.15,2.92,4.38,65.22,18.84,10.14,5.8
X360,2007,Role-Playing,1.83,0.79,0.03,0.27,2.91,4.39,55.77,33.91,7.31,3.01
PS2,2004,Shooter,1.51,1.12,0.01,0.24,2.89,3.89,21.74,58.7,13.04,6.52
XB,2004,Shooter,0.78,0.4,0.0,0.04,1.21,3.89,21.74,58.7,13.04,6.52
GC,2004,Shooter,0.31,0.08,0.0,0.01,0.4,3.89,21.74,58.7,13.04,6.52
PS,1999,Shooter,2.03,0.72,0.02,0.11,2.88,4.05,24.07,62.04,11.11,2.78
X360,2012,Sports,2.53,0.15,0.0,0.17,2.86,2.7,2.5,25.0,42.5,30.0
PS3,2012,Sports,2.11,0.22,0.0,0.23,2.56,2.7,2.5,25.0,42.5,30.0
Wii,2012,Sports,0.47,0.0,0.0,0.03,0.5,2.7,2.5,25.0,42.5,30.0
PSV,2012,Sports,0.28,0.0,0.0,0.02,0.3,2.7,2.5,25.0,42.5,30.0
WiiU,2012,Sports,0.21,0.0,0.0,0.02,0.23,2.7,2.5,25.0,42.5,30.0
PS3,2012,Sports,0.0,0.01,0.0,0.0,0.01,2.7,2.5,25.0,42.5,30.0
XB,2002,Role-Playing,2.09,0.63,0.03,0.11,2.86,4.38,58.38,28.82,8.95,3.85
PC,1996,Strategy,1.37,1.34,0.0,0.14,2.85,4.37,53.74,37.85,4.21,4.21
X360,2009,Sports,2.52,0.09,0.0,0.22,2.83,2.67,2.56,33.33,28.21,35.9
PS3,2009,Sports,2.03,0.13,0.0,0.21,2.37,2.67,2.56,33.33,28.21,35.9
PS2,2009,Sports,0.88,0.0,0.0,0.1,0.98,2.67,2.56,33.33,28.21,35.9
Wii,2009,Sports,0.62,0.04,0.0,0.06,0.72,2.67,2.56,33.33,28.21,35.9
PSP,2009,Sports,0.5,0.08,0.0,0.08,0.66,2.67,2.56,33.33,28.21,35.9
X360,2007,Shooter,1.65,0.85,0.05,0.28,2.83,4.36,52.98,36.44,7.36,3.22
PC,2007,Shooter,0.01,0.39,0.0,0.02,0.41,4.36,52.98,36.44,7.36,3.22
GC,2002,Shooter,1.96,0.67,0.1,0.09,2.82,4.36,61.92,23.43,9.21,5.44
GBA,2003,Action,1.59,1.05,0.04,0.14,2.82,2.83,21.392380952380954,16.67,66.67,16.67
PS2,2003,Action,1.26,0.6,0.05,0.18,2.09,2.83,25.080000000000002,16.67,66.67,16.67
GC,2003,Action,0.69,0.18,0.0,0.02,0.89,2.83,24.85777777777778,16.67,66.67,16.67
XB,2003,Action,0.48,0.16,0.0,0.02,0.66,2.83,21.469148936170214,16.67,66.67,16.67
PS3,2010,Shooter,1.28,1.04,0.07,0.42,2.81,3.26,6.73,40.06,39.45,13.76
X360,2010,Shooter,1.56,0.8,0.04,0.21,2.61,3.26,6.73,40.06,39.45,13.76
PC,2010,Shooter,0.2,0.23,0.0,0.06,0.49,3.26,6.73,40.06,39.45,13.76
PS,1996,Fighting,1.98,0.7,0.0,0.11,2.79,4.25,37.86,55.34,3.88,2.91
N64,1996,Fighting,0.72,0.22,0.0,0.02,0.96,4.25,37.86,55.34,3.88,2.91
PS2,2003,Platform,1.68,0.74,0.0,0.36,2.78,4.09,34.13,50.0,11.06,4.81
PS2,2003,Platform,1.44,0.83,0.26,0.25,2.78,4.35,46.34,47.56,3.66,2.44
PS4,2015,Fighting,1.5,0.8,0.0,0.48,2.78,3.86,16.85,61.25,17.21,4.68
XOne,2015,Fighting,1.03,0.21,0.0,0.14,1.38,3.86,16.85,61.25,17.21,4.68
PC,2015,Fighting,0.01,0.04,0.0,0.0,0.05,3.86,16.85,61.25,17.21,4.68
PS3,2011,Shooter,1.45,0.86,0.09,0.38,2.77,3.93,15.46,65.98,16.49,2.06
X360,2008,Action,1.74,0.77,0.0,0.26,2.77,3.86,13.58,64.17,19.44,2.81
PS3,2008,Action,1.01,0.85,0.0,0.35,2.21,3.86,13.58,64.17,19.44,2.81
Wii,2008,Action,1.11,0.56,0.0,0.18,1.86,3.86,13.58,64.17,19.44,2.81
PS2,2008,Action,0.49,0.0,0.01,0.75,1.25,3.86,13.58,64.17,19.44,2.81
PSP,2008,Action,0.43,0.4,0.0,0.24,1.08,3.86,13.58,64.17,19.44,2.81
DS,2008,Action,0.5,0.28,0.0,0.09,0.88,3.86,13.58,64.17,19.44,2.81
DS,2006,Platform,1.45,0.07,1.1,0.15,2.76,3.55,10.53,55.26,23.68,10.53
X360,2011,Action,1.25,1.14,0.07,0.3,2.76,3.94,24.14,55.53,15.64,4.69
PS3,2011,Action,0.86,1.04,0.18,0.38,2.47,3.94,24.14,55.53,15.64,4.69
PC,2011,Action,0.16,0.16,0.0,0.06,0.38,3.94,24.14,55.53,15.64,4.69
SNES,1992,Misc,1.43,0.54,0.71,0.07,2.75,3.53,23.53,41.18,17.65,17.65
NES,1986,Action,1.33,0.31,1.04,0.05,2.73,3.66,15.38,49.23,28.46,6.92
Wii,2007,Platform,1.21,1.19,0.04,0.29,2.73,2.2,4.0,16.0,28.0,52.0
PS2,2001,Action,0.99,0.48,1.09,0.14,2.7,4.12,25.0,67.05,5.68,2.27
N64,1998,Misc,1.25,0.53,0.87,0.05,2.7,4.1,32.47,55.84,6.49,5.19
X360,2006,Shooter,1.49,0.92,0.02,0.27,2.7,3.79,15.49,57.39,22.18,4.93
PS3,2006,Shooter,0.6,0.62,0.03,0.26,1.5,3.79,15.49,57.39,22.18,4.93
PS2,2006,Shooter,0.89,0.03,0.0,0.15,1.07,3.79,15.49,57.39,22.18,4.93
X360,2011,Sports,2.42,0.11,0.0,0.16,2.69,2.83,2.86,40.0,25.71,31.43
PS3,2011,Sports,1.93,0.15,0.0,0.17,2.25,2.83,2.86,40.0,25.71,31.43
Wii,2011,Sports,0.41,0.0,0.0,0.03,0.44,2.83,2.86,40.0,25.71,31.43
PSP,2011,Sports,0.21,0.0,0.0,0.02,0.23,2.83,2.86,40.0,25.71,31.43
X360,2010,Sports,2.38,0.12,0.0,0.18,2.69,2.98,12.5,27.5,32.5,27.5
PS3,2010,Sports,2.04,0.15,0.0,0.2,2.38,2.98,12.5,27.5,32.5,27.5
PS2,2010,Sports,0.41,0.02,0.0,0.07,0.5,2.98,12.5,27.5,32.5,27.5
PSP,2010,Sports,0.35,0.0,0.0,0.03,0.38,2.98,12.5,27.5,32.5,27.5
PS2,2004,Racing,1.23,1.11,0.0,0.34,2.68,4.41,56.3,32.59,8.89,2.22
XB,2004,Racing,0.84,0.43,0.0,0.04,1.31,4.41,56.3,32.59,8.89,2.22
GEN,1992,Fighting,1.95,0.63,0.0,0.09,2.67,3.96,24.0,56.22,15.56,4.22
XB,2004,Role-Playing,1.99,0.58,0.0,0.09,2.66,4.26,38.84,52.07,7.44,1.65
NES,1986,Platform,0.0,0.0,2.65,0.0,2.65,3.7,11.84,56.58,26.32,5.26
PS3,2009,Racing,0.69,1.4,0.04,0.52,2.65,3.58,8.2,55.19,29.78,6.83
X360,2009,Racing,0.73,0.96,0.01,0.22,1.91,3.58,8.2,55.19,29.78,6.83
PSP,2009,Racing,0.16,0.37,0.01,0.21,0.74,3.58,8.2,55.19,29.78,6.83
PC,2009,Racing,0.0,0.05,0.0,0.01,0.06,3.58,8.2,55.19,29.78,6.83
N64,1996,Action,2.0,0.5,0.12,0.03,2.65,3.73,21.43,44.29,27.14,7.14
X360,2010,Sports,1.47,0.93,0.0,0.24,2.63,4.14,36.27,49.15,10.85,3.73
PS3,2010,Sports,0.79,0.88,0.0,0.32,1.98,4.14,36.27,49.15,10.85,3.73
X360,2011,Sports,2.31,0.14,0.01,0.16,2.62,3.49,7.04,63.38,15.49,14.08
PS3,2011,Sports,1.62,0.26,0.05,0.18,2.11,3.49,7.04,63.38,15.49,14.08
Wii,2011,Sports,0.29,0.03,0.0,0.02,0.34,3.49,7.04,63.38,15.49,14.08
PSP,2011,Sports,0.22,0.03,0.0,0.03,0.27,3.49,7.04,63.38,15.49,14.08
PC,2011,Sports,0.09,0.05,0.0,0.02,0.16,3.49,7.04,63.38,15.49,14.08
PS2,2002,Action,0.9,1.22,0.04,0.44,2.61,4.09,25.35,61.41,11.55,1.69
